инструмент	актуальная_ссылка	запасная_копия	копий
gitviews	https://github.com/maloy2223/gitviews	—	1
giveawaybot	https://github.com/Von338/GiveawayBot	—	1
glad	https://github.com/Lokes224/Glad	—	1
glapi	https://github.com/Sakshiii2029/glapi	—	1
glasscribe	https://github.com/sheenaradial666/Glasscribe	—	1
glidemq-nestjs	https://github.com/kolvet9/glidemq-nestjs	—	1
gliderui	https://github.com/hayate001/GliderUI	—	1
gliese-cua-tool-call-8b-demo	https://github.com/yModz1/Gliese-CUA-Tool-Call-8B-Demo	—	1
gliese-cua-tool-call-8b-localization-demo	https://github.com/PwndG/Gliese-CUA-Tool-Call-8B-Localization-Demo	—	1
glimbra	https://github.com/Followhesh/glimbra	—	1
glm-asr	https://github.com/timmylucy/GLM-ASR	—	1
glm-switch	https://github.com/NyatakuIbnuRosada/glm-switch	—	1
global-lvba	https://github.com/JorgeChocolate/Global-LVBA	—	1
global-mouse	https://github.com/ZaidGuy/Global-mouse	—	1
glossary-of-it-terms	https://github.com/CodeWithMamoon/Glossary-of-IT-terms	—	1
glowing-py	https://github.com/fknrad/glowing-py	—	1
glpi-traefik-letsencrypt-docker-compose	https://github.com/Mickebhscoder/glpi-traefik-letsencrypt-docker-compose	—	1
gluetun-webui	https://github.com/Thiago12097/gluetun-webui	—	1
glyphx	https://github.com/zergcheater/glyphx	—	1
gma	https://github.com/etabra098/gma	—	1
gmail-mcp	https://github.com/hahaha-saygex/gmail-mcp	—	1
gmail-postmaster-tools-mcp	https://github.com/youngwolf2077-a11y/gmail-postmaster-tools-mcp	—	1
gmailclone_front	https://github.com/roxas2021s/gmailClone_front	—	1
gmcm_latex_overleaf	https://github.com/Lokioja/GMCM_LaTeX_overleaf	—	1
gmtui	https://github.com/kyledeveloper1-stack/gmtui	—	1
gnome-markdown-ql	https://github.com/OcuPerks/gnome-markdown-ql	—	1
go-agent-memory	https://github.com/l7n102031/go-agent-memory	—	1
go-agent-skills	https://github.com/Gisellesleeveless396/go-agent-skills	—	1
go-api-explorer	https://github.com/segawonig/go-api-explorer	—	1
go-bank-partner	https://github.com/charakaviduranga/go-bank-partner	—	1
go-clipboard-plus	https://github.com/Augustus0017/go-clipboard-plus	—	1
go-fi4	https://github.com/Ichrak99/go-fi4	—	1
go-fiber-rest-api	https://github.com/noutilos/go-fiber-rest-api	—	1
go-hfp	https://github.com/Expostfacto-paging599/go-hfp	—	1
go-llm	https://github.com/Tberke0/go-llm	—	1
go-logcastle	https://github.com/Nuclear-fenorchis140/go-logcastle	—	1
go-prometheus-exporter	https://github.com/alvfpinedo/go-prometheus-exporter	—	1
go-sqlite-htmx	https://github.com/mhdFarvis02/go-sqlite-htmx	—	1
go-todo-api	https://github.com/civanoni/go-todo-api	—	1
go2rtc	https://github.com/xsinopx/go2rtc	—	1
goal-prompt-builder	https://github.com/quiescencycommonrush642/goal-prompt-builder	—	1
goatspass	https://github.com/aditya123-coder/GoatsPass	—	1
god-godot	https://github.com/rakhnianskii9/God-Godot	—	1
godot-bili-live	https://github.com/DmPrintworks/godot-bili-live	—	1
godottheme.nvim	https://github.com/qskfsf/godottheme.nvim	—	1
godu	https://github.com/Lime0moss/godu	—	1
goecomapi	https://github.com/riod0d0/Goecomapi	—	1
gog-galaxy-tools	https://github.com/Choer-boy/gog-galaxy-tools	—	1
gogcli	https://github.com/latnoreaksathya1/gogcli	—	1
gogeo	https://github.com/odalil939/Gogeo	—	1
golab-documentation	https://github.com/FacundoNimes/golab-documentation	—	1
golang-html-parsing	https://github.com/Zilts345890/Golang-html-parsing	—	1
golden-boilerplate	https://github.com/Adnankhan010/golden-boilerplate	—	1
golden-content-vault	https://github.com/uigbvfeivneioivenbefvjk/golden-content-vault	—	1
goldmac	https://github.com/nupurgurnule/GoldMAC	—	1
golid	https://github.com/gnaoe/golid	—	1
gommit	https://github.com/Alpercepni/gommit	—	1
gongxi-mail	https://github.com/Alexiscorrea990/GongXi-Mail	—	1
gonopbx	https://github.com/omz-bot/gonopbx	—	1
goodviv	https://github.com/camilo2874/goodviv	—	1
gooey-search-tabs	https://github.com/WILLIAM86-CAPTAIN/gooey-search-tabs	—	1
goofishcredentialsbot	https://github.com/Jay-Bosco/GoofishCredentialsBot	—	1
google	https://github.com/sternepenitentiary330/google	—	1
google-account-automanager	https://github.com/code-ondrong/google-account-automanager	—	1
google-ads-mcp	https://github.com/elvis-velez/google-ads-mcp	—	1
google-drivezqx	https://github.com/thiagoruss0/google-drivezqx	—	1
google-fonts-skill	https://github.com/amohavarshansankar/google-fonts-skill	—	1
google-form-history	https://github.com/amr122deqw/google-form-history	—	1
google-hotels-api	https://github.com/oznni12/google-hotels-api	—	1
google-news-scraper	https://github.com/mahanabee/Google-News-Scraper	—	1
google-rkp-sw	https://github.com/Margueritecluttered489/google-rkp-sw	—	1
google-scholar-bibtex-copy	https://github.com/dio229338-design/Google-Scholar-Bibtex-Copy	—	1
google-sheets-notification	https://github.com/helo123422/google-sheets-notification	—	1
google-stock-price-forecasting-lstm	https://github.com/Nilsexe/google-stock-price-forecasting-lstm	—	1
google_ai_examples	https://github.com/Danny50143/google_ai_examples	—	1
googlerecaptcha-backend-example	https://github.com/mattrm3/GoogleReCaptcha-BackEnd-Example	—	1
gopin	https://github.com/rashedmarie/gopin	—	1
gorat	https://github.com/quietime11/gorat	—	1
gorm-6jc	https://github.com/Naroux-dev/gorm-6jc	—	1
gosheet	https://github.com/BenjiOdhis/GoSheet	—	1
gost2-128-file-encryption-rust	https://github.com/scriptsd111/GOST2-128-FILE-ENCRYPTION-RUST	—	1
gotestx	https://github.com/sajith119/gotestx	—	1
gotween	https://github.com/okefonok/GoTween	—	1
govabhai.github.io	https://github.com/govabhai/govabhai.github.io	—	1
governance-framework	https://github.com/BA762/governance-framework	—	1
govrixaioss	https://github.com/kingdevi/govrixaioss	—	1
gpcv-backend	https://github.com/IT-HARISH-R/GPCV-Backend	—	1
gpio-led-cycle	https://github.com/NovaBiriseg/GPIO-LED-cycle	—	1
gproxy-tool	https://github.com/dxdag5/gproxy-tool	—	1
gpt-awesome-list-generator	https://github.com/aman29100/GPT-Awesome-List-Generator	—	1
gpt-duel-arena	https://github.com/Tymooh/GPT-DUEL-ARENA	—	1
gpt-voyager	https://github.com/wwwsegunogundeji11-stack/GPT-Voyager	—	1
gptop	https://github.com/hitechcloud-vietnam/gptop	—	1
gpu-agent-opt	https://github.com/chad24dev/gpu-agent-opt	—	1
gpu_benchmark	https://github.com/Focused-whitecinnamon815/gpu_benchmark	https://github.com/cracklingscapitalofsouthdakota649/gpu_benchmark	2
gradient-cursor	https://github.com/loli9340/gradient-cursor	—	1
graduation-pebble	https://github.com/virile-wainscoting845/graduation-pebble	—	1
grahaarutala	https://github.com/mhmdsatria/GrahaArutala	—	1
grammar	https://github.com/azeddin4/grammar	—	1
grammarly-mcp	https://github.com/nathaliaju/grammarly-mcp	—	1
gramwork	https://github.com/itsDhakad31/gramwork	—	1
grant-thinking-skill	https://github.com/Ikramahmadmemon13/grant-thinking-skill	—	1
grantflow	https://github.com/igordirtydog/grantflow	—	1
grantpath	https://github.com/Bitteraloesazide184/GrantPath	—	1
graph-memory	https://github.com/eastythenob8-svg/graph-memory	—	1
graph-neural-network-course	https://github.com/gaurav1154/graph-neural-network-course	—	1
graph-oriented-generation	https://github.com/pranavXDHEYY/graph-oriented-generation	—	1
graphrag-query-summarization	https://github.com/Jasson5O66/graphrag-query-summarization	https://github.com/newspapercriticcontribution396/graphrag-query-summarization	2
graphrag-retrievers-agents	https://github.com/JessEnterprise/graphRAG-retrievers-agents	—	1
grass-valley-edius-11-activation-toolkit	https://github.com/elb200/grass-valley-edius-11-activation-toolkit	—	1
gravit-signal-masters-trading-crypto-analysis-crypto-signal-trading-bot	https://github.com/Truongvanhu/Gravit-Signal-Masters-Trading-Crypto-Analysis-Crypto-Signal-Trading-Bot	—	1
greenhouse-gas-emissions-forecasting-with-arima-lstm	https://github.com/MPB0828/Greenhouse-Gas-Emissions-Forecasting-with-ARIMA-LSTM	—	1
greenshot	https://github.com/reezqi41/Greenshot	—	1
grid-wizard	https://github.com/mustafahfz34/grid-wizard	—	1
grifindo_toy_new_system	https://github.com/WijewardhanaGayashi/Grifindo_Toy_NEw_System	—	1
grinder	https://github.com/4567ht/grinder	—	1
grob	https://github.com/rotresistant-monotype393/grob	—	1
grok-register	https://github.com/Florisheedless915/grok-register	—	1
grok2api-and-rtegister	https://github.com/geeky118/grok2api-and-rtegister	—	1
groovy-azb	https://github.com/BrtAI-coder/groovy-azb	—	1
groq-pdf-chat	https://github.com/eliasepro/groq-pdf-chat	—	1
group-task-backend	https://github.com/hsgofficial1113/group-task-backend	—	1
growfit	https://github.com/duduzin2301/GrowFit	—	1
growth-metrics-dashboard	https://github.com/nuname8857/growth-metrics-dashboard	—	1
gry-przegladarkowe-offline	https://github.com/vandaranikunj/gry-przegladarkowe-offline	—	1
gsa-elibrary-scraper	https://github.com/factornine/gsa-elibrary-scraper	—	1
gsc-mcp	https://github.com/Donmandela/gsc-mcp	—	1
gso_google_drive_backup	https://github.com/nkaid2011/gso_google_drive_backup	—	1
gsoc-2026-explorer	https://github.com/caradecuy22/GSoC-2026-explorer	—	1
gssoc25-workautomation	https://github.com/SUBHADEEP-KUNDU-2004/Gssoc25-WorkAutomation	—	1
gta-v-launcher	https://github.com/PrankHimJohn/gta-v-launcher	—	1
gtao_solosession	https://github.com/sethudevasenapathy92/GTAO_SoloSession	—	1
gtav-allin1	https://github.com/lawyerclientrelationmoralcertainty737/GTAV-ALLIN1	—	1
gtm-autoresearch	https://github.com/Dignitycatshark668/gtm-autoresearch	—	1
gtm-mcp	https://github.com/aleprieto790-alt/gtm-mcp	—	1
guardjs	https://github.com/Antariksh78/GuardJS	—	1
guardrail	https://github.com/Rosalyndfaithful716/Guardrail	—	1
guardvibe	https://github.com/ezphongdo-cmyk/guardvibe	—	1
guest-post-backlinks-tool	https://github.com/CheezeGtM/guest-post-backlinks-tool	—	1
guild-to-building-skills-for-claude	https://github.com/Cathyoffthehook238/Guild-to-Building-Skills-for-Claude	—	1
gunfight-arena	https://github.com/GungSatt/Gunfight-Arena	—	1
gurgle_keep	https://github.com/Juan-o11y/Gurgle_Keep	—	1
gurgle_slides_docs	https://github.com/kris-8383/Gurgle_Slides_Docs	—	1
gusto	https://github.com/ebtehaldousset-sudo/Gusto	—	1
guvann1	https://github.com/guvann/guvann1	—	1
gws-os	https://github.com/hgcon5301/gws-os	—	1
gxpdf	https://github.com/binnehtprince3/gxpdf	—	1
gym-management-system-	https://github.com/bin49/Gym-Management-System-	—	1
h-m-fashion-recommendations	https://github.com/emretek344/H-M-Fashion-Recommendations	—	1
h-viberec	https://github.com/greenroomelectrologist950/H-VibeRec	—	1
h1-brain	https://github.com/genetic-shopping832/h1-brain	—	1
h120d-protocol	https://github.com/eeeg2610/h120d-protocol	—	1
h2oai-flood-prediction-agent	https://github.com/OfficialItopa/h2oai-flood-prediction-agent	—	1
ha-ducobox	https://github.com/technosabbir/ha-ducobox	—	1
ha-flightradar24-announcer	https://github.com/sc4ryskel3ton/ha-flightradar24-announcer	—	1
ha-pass	https://github.com/yrhfhf738/ha-pass	—	1
ha-systemair-vtr500	https://github.com/Alikanan1/ha-systemair-vtr500	—	1
ha_menstrual_gauge	https://github.com/DiscordBotssS/HA_menstrual_gauge	—	1
habit-tracker-react-native	https://github.com/rizqinakhusna/habit-tracker-react-native	—	1
hack-baldurs-gate-3-minimum-roll	https://github.com/kelvinlugohe/Hack-Baldurs-Gate-3-Minimum-Roll	—	1
hack-for-green	https://github.com/Hugo564/Hack-for-green	—	1
hackathon-backend	https://github.com/omar-signals-ai/hackathon-backend	—	1
hackathon-projects	https://github.com/zurnox0-code/hackathon-projects	—	1
hackathon-tools	https://github.com/rahavshukla/Hackathon-Tools	—	1
hackaton-cubepath-2026	https://github.com/Joint-hynerpetonbassetti583/hackaton-cubepath-2026	—	1
hacker-toolkit	https://github.com/ejfhgo/hacker-Toolkit	—	1
hacking	https://github.com/Hariprakash2005/hacking	—	1
hacking-cheatsheets	https://github.com/Abbashussain5/Hacking-Cheatsheets	—	1
hackinggpt	https://github.com/bugducnguyen/HackingGPT	—	1
hackingtool-plugin	https://github.com/MAXZL1/hackingtool-plugin	—	1
hackles	https://github.com/hoangnhi97kg/Hackles	—	1
hacksmarter_swarm	https://github.com/Spinmoodiness1112/HackSmarter_Swarm	—	1
hacktui-hermes-jido	https://github.com/Mybiznes754/HackTUI-Hermes-Jido	—	1
had	https://github.com/growing-herbaceousplant152/had	—	1
hades-stealer	https://github.com/silent-whisper/Hades-Stealer	—	1
hades-stealer-bot	https://github.com/aissredx/Hades-Stealer-Bot	—	1
hadoop-news-analytics	https://github.com/marielhairless289/hadoop-news-analytics	—	1
hal	https://github.com/ritartistry/HAL	—	1
hallucinet-explorer	https://github.com/Resolved-ecclesiasticallaw51/Hallucinet-Explorer	—	1
halolight-api-nestjs	https://github.com/mahipalsingh2011/halolight-api-nestjs	—	1
ham-study	https://github.com/Sathyatechprog/ham-study	—	1
hamid-mahdavi-client	https://github.com/Secondary-offer942/hamid-mahdavi-client	—	1
hamster-bot	https://github.com/aldenpogznet22/Hamster-Bot	—	1
hamster-clicker	https://github.com/YOSIF9999/Hamster-Clicker	—	1
hamster-kombat	https://github.com/cessar0311/Hamster-Kombat	—	1
hamster-kombat-bot	https://github.com/ItzNaviYa/Hamster-Kombat-Bot	https://github.com/huh117/Hamster-Kombat-Bot	2
hanaptrabaho	https://github.com/markolofernes/hanaptrabaho	—	1
hancock	https://github.com/Samuel411-mbiri/Hancock	—	1
handclaw	https://github.com/LupiwoPhillips/handclaw	—	1
handora	https://github.com/agurkasjo/Handora	—	1
hangman-game	https://github.com/timo3mk/Hangman-game	—	1
hankamarvanova.github.io	https://github.com/hankamarvanova/hankamarvanova.github.io	—	1
hans	https://github.com/hunsulkaab66/HANS	—	1
happy-moments-3d-webgl	https://github.com/michimouse333/happy-moments-3d-webgl	—	1
happyview	https://github.com/JackFalan/happyview	—	1
harmonix	https://github.com/Moumitasubi/Harmonix	—	1
harness-books	https://github.com/monahright467/harness-books	—	1
harness-engineering	https://github.com/entrepreneurial-cabinetminister913/harness-engineering	https://github.com/fathirn6263/harness-engineering	2
harness-engineering-from-cc-to-ai-coding	https://github.com/bridgepartnershoe860/harness-engineering-from-cc-to-ai-coding	—	1
harperdb-hwm	https://github.com/aminedeluxe/harperdb-hwm	—	1
hash_crack	https://github.com/Jcalumag19/Hash_crack	—	1
hashflog	https://github.com/Frost58531/HashFlog	—	1
hashgen	https://github.com/jaliyadev/hashgen	—	1
hashindex	https://github.com/maki335/HashIndex	—	1
haskell-a95	https://github.com/efferentnervestylophorumdiphyllum452/haskell-a95	—	1
hass_local_openai_llm	https://github.com/Ekalavayprkash/hass_local_openai_llm	—	1
haucavn.github.io	https://github.com/HaucaVN/haucavn.github.io	—	1
haydee-ai-outfit-generator	https://github.com/reshma123-atrey/haydee-ai-outfit-generator	—	1
hb2	https://github.com/bobbysaremine/hb2	—	1
hbase-fiy	https://github.com/rug5803/hbase-fiy	—	1
hce	https://github.com/Asa4214/hce	—	1
headphones	https://github.com/111ayba/headphones	—	1
headscale	https://github.com/TheJolty/headscale	—	1
headscale-install	https://github.com/Minded-nakuru841/headscale-install	—	1
healthcare-web-page	https://github.com/hackslash-nitp/Healthcare-web-page	—	1
heart-disease-prediction	https://github.com/Beljart/Heart-Disease-Prediction	—	1
heart-disease-prediction-ann	https://github.com/convexpolygoncommonapricot120/heart-disease-prediction-ann	—	1
heartbeat-like-a-man	https://github.com/Huesos264/Heartbeat-Like-A-Man	—	1
heartbeat-poc	https://github.com/ibam9573/heartbeat-poc	—	1
hearts-of-pine-sub-simulator	https://github.com/Damon4Sure/Hearts-of-Pine-Sub-Simulator	—	1
heaven-attractor-sim	https://github.com/rdxdfull/heaven-attractor-sim	—	1
hecate-sentinel	https://github.com/Furyyy1570/hecate-sentinel	—	1
hedged-rpc-client	https://github.com/cemanosdesolidao/hedged-rpc-client	—	1
hehe-go	https://github.com/MatrixRainSimulatorOfficial/hehe-go	—	1
helios	https://github.com/Undyed-sponsor739/helios	—	1
helios-engine	https://github.com/Celestiapolyunsaturated14/Helios-Engine	—	1
helix	https://github.com/sabinequarterly135/Helix	—	1
helix.ts	https://github.com/camilo2874/helix.ts	—	1
helm	https://github.com/Apexmail/helm	https://github.com/liquorlicensegenusphysostigma689/helm	2
helm-charts	https://github.com/Gansbett/helm-charts	—	1
helm-landing	https://github.com/ho9504/helm-landing	—	1
helper-for-fortnite-xp-bot	https://github.com/SYS123232/helper-for-fortnite-xp-bot	—	1
hentaihunter	https://github.com/Leonargyrotaenia613/Hentaihunter	—	1
hepatitis-b-dynamic-model	https://github.com/Jacob213769gg/Hepatitis-B-dynamic-model	—	1
her-birthday	https://github.com/alphacharlie2301/her-birthday	—	1
heradotus	https://github.com/johnlauj/Heradotus	—	1
hermes-lcm	https://github.com/65y6650/hermes-lcm	—	1
hermes-optimization-guide	https://github.com/Guilhermepelido/hermes-optimization-guide	—	1
hestiacp	https://github.com/DeepuNikki/hestiacp	—	1
hetu-dit	https://github.com/lucasbrianpiveta/Hetu-DiT	—	1
hew	https://github.com/kartlynigeria/hew	—	1
heyseen	https://github.com/Praneeth0095/HeySeen	—	1
hh-ru-apply	https://github.com/jacintacaryophyllaceous404/hh-ru-apply	—	1
hhg55	https://github.com/xbox360modderv3/hhg55	—	1
hibit-uninstaller-3-2-20-pro-edition	https://github.com/Okolopeter/hibit-uninstaller-3-2-20-pro-edition	—	1
hiddify-app	https://github.com/bk88collab/hiddify-app	—	1
hidemylogs	https://github.com/Areebaba9176/hidemylogs	—	1
hidream-o1-image	https://github.com/Saniyawars4269/HiDream-O1-Image	—	1
high-performance-search-engine-cpp	https://github.com/Imonholic/high-performance-search-engine-cpp	—	1
hipaa	https://github.com/pendekardata/hipaa	—	1
hiremind-ai	https://github.com/Giyutom2544/HireMind-AI	—	1
hirepath-dashboard	https://github.com/Micktyson6/hirepath-dashboard	—	1
hizmetsepetimflutter	https://github.com/Jadcc/HizmetSepetimFlutter	—	1
hma-oss	https://github.com/kudyoru/HMA-OSS	—	1
hmnextauto	https://github.com/Genussolanopterisclassxanthophyceae618/hmnextauto	—	1
hn-time-capsule	https://github.com/Alcide2007/hn-time-capsule	—	1
hndsr	https://github.com/45-12/HNDSR	—	1
hogwarts-legacy-fps-booster-2026	https://github.com/nadonaug/Hogwarts-Legacy-FPS-BOOSTER-2026	—	1
hoi4-dlc-unlocker-suite	https://github.com/reol9/hoi4-dlc-unlocker-suite	—	1
hokkolife-freebiehub	https://github.com/Jaspreet1902/HokkoLife-FreebieHub	—	1
hologram-builder	https://github.com/fclo3635/hologram-builder	—	1
holographic-network-routing	https://github.com/Girokonto/Holographic-Network-Routing	—	1
home-assistant-doom	https://github.com/mad2222222/home-assistant-doom	—	1
home-assistant-global-health-score	https://github.com/therajeshpatil/home-assistant-global-health-score	—	1
home-dashboard	https://github.com/salgrow/home-dashboard	—	1
homeassistant-claude-kit	https://github.com/psychological-ruble517/homeassistant-claude-kit	—	1
homeassistant-santa-tracker	https://github.com/Rajesh660/HomeAssistant-Santa-Tracker	—	1
homebrew-tap	https://github.com/jessi-2023/homebrew-tap	—	1
homed-wiki	https://github.com/leandrooryan/homed-wiki	—	1
homeguard-an-efficient-multi-sensor-safety-system	https://github.com/abqser/HOMEGUARD-AN-EFFICIENT-MULTI-SENSOR-SAFETY-SYSTEM	—	1
homehub	https://github.com/Nick019228/homehub	—	1
homelab-dietpi	https://github.com/doramon12/homelab-dietpi	—	1
homelab-mcp	https://github.com/myraffy/homelab-mcp	—	1
homelab-stack	https://github.com/Rupsu357/homelab-stack	—	1
homepage-lite	https://github.com/Bellinaangular867/homepage-lite	—	1
homestead	https://github.com/industrialintelligence/homestead	—	1
homestead_new_backend	https://github.com/industrialintelligence/homestead_new_backend	—	1
hometask	https://github.com/Keyur-m/hometask	—	1
homeware-sense-skill	https://github.com/malpaa44/homeware-sense-skill	—	1
homework	https://github.com/Jarrenstyle/Homework	—	1
honeybot	https://github.com/adamthapa21/Honeybot	—	1
hono-skill	https://github.com/panjicopri/hono-skill	—	1
hooklaw	https://github.com/Scufn2329/hooklaw	—	1
hookradar-agent-skill	https://github.com/Anagogic-blastinggelatin157/hookradar-agent-skill	—	1
hope	https://github.com/JBSEnovs/hope	—	1
horde	https://github.com/persontoperson-ptah935/Horde	—	1
hoshan-vehicles	https://github.com/eltayep2/hoshan-vehicles	—	1
hospital-management	https://github.com/1tsAlex/hospital-management	—	1
hospital-reviews-topic-modelling-sentiment-analysis	https://github.com/Jetsu0/hospital-reviews-topic-modelling-sentiment-analysis	—	1
hospital-website	https://github.com/rosarionicole4-ctrl/Hospital-website	—	1
hospitalbedmanagementsystem	https://github.com/Ongbinlong/HospitalBedManagementSystem	—	1
hostel-meal-bill-system	https://github.com/elouadki/Hostel-Meal-Bill-System	—	1
hosting-outbound-logger	https://github.com/Levelwhiteroom438/hosting-outbound-logger	—	1
hot-virtual-keyboard-repack	https://github.com/Juanda175/Hot-Virtual-Keyboard-Repack	—	1
hotel-booking-cancellation-analysis-and-revenue-optimization	https://github.com/Amina123-4/Hotel-Booking-Cancellation-Analysis-and-Revenue-Optimization	—	1
hotel-management-system-sql	https://github.com/perfilcursor18-pixel/hotel-management-system-sql	—	1
hotkeys	https://github.com/rotund-episcopate534/hotkeys	—	1
hourlychime	https://github.com/arghadipde/HourlyChime	—	1
house-physio	https://github.com/sayed116/house-physio	—	1
house-price-prediction	https://github.com/Jeanbastidas/House-price-prediction	—	1
housing_price_prediction	https://github.com/Pluto-Echo/housing_price_prediction	—	1
houston-we-have-a-problem	https://github.com/knr0d/houston-we-have-a-problem	https://github.com/wassef001/houston-we-have-a-problem	2
hover_aglet	https://github.com/bernardo6279/hover_aglet	—	1
how-claude-code-works	https://github.com/Euphonic-treesparrow658/how-claude-code-works	—	1
how-crypto-work-usdt-btc	https://github.com/Sinclairconformist8409/how-crypto-work-usdt-btc	—	1
how-i-code	https://github.com/zanaabdull/how-i-code	—	1
how-to-scrape-google-images-with-python	https://github.com/Ayushmaheshwari1/how-to-scrape-google-images-with-python	—	1
hr-attrition-sql-powerbi	https://github.com/zinhocosta/HR-Attrition-SQL-PowerBI	—	1
hrafn-annwn	https://github.com/mastersaboffice/hrafn-annwn	—	1
hrm	https://github.com/BoowwiieePH/HRM	—	1
hrm-mlx	https://github.com/kmkofficial/hrm-mlx	—	1
hse-ai-insight-platform	https://github.com/BuggyBunny005/hse-ai-insight-platform	—	1
htb-writeups	https://github.com/Alex999898/htb-writeups	—	1
html	https://github.com/elytra993/html	—	1
html-artifacts	https://github.com/dovydaskarbutovskis20-art/html-artifacts	—	1
html-complete-course	https://github.com/mohdhasnain786/html-complete-course	—	1
html-crypto-currency-chart-snippets	https://github.com/majorclient/HTML-Crypto-Currency-Chart-Snippets	—	1
html-css-javascript-frontend_course-luisdev_part-29_html-5_css-3_js-es2023	https://github.com/iyanhermawan12/html-css-javascript-frontend_course-luisdev_part-29_html-5_css-3_js-es2023	—	1
html-css-javascript-projects-for-beginners	https://github.com/FacundoNimes/HTML-CSS-JavaScript-projects-for-beginners	—	1
html-css-js-star-trek-lcars-layout	https://github.com/Tompedido/HTML-CSS-JS-Star-Trek-LCARS-Layout	—	1
html-portfolioes	https://github.com/Jonisark/html-portfolioes	—	1
html-to-instagram-carousel	https://github.com/Hanseldemulcent167/html-to-Instagram-carousel	—	1
html5-component-library	https://github.com/matheusw23/html5-component-library	—	1
htmlineitor	https://github.com/Eyoela1/HTMLineitor	—	1
httpx	https://github.com/blinddistribution724/httpx	—	1
httpxr	https://github.com/matrix360143/httpxr	—	1
huayu-rm-d1078-lirc-config-and-kodi-keymaps	https://github.com/Nahoom1/HUAYU-RM-D1078-LIRC-config-and-Kodi-keymaps	—	1
hub20-hack	https://github.com/Heartbreaking-array216/hub20-hack	—	1
huddle01-testnet-airdrop-bot	https://github.com/aned-300/Huddle01-Testnet-Airdrop-bot	—	1
huesnatch	https://github.com/gree04104-sketch/huesnatch	—	1
huevos-kikes	https://github.com/UzuMacky/huevos-kikes	—	1
hugeicons-proxy	https://github.com/M-ux349/hugeicons-proxy	—	1
hugo-papermod	https://github.com/yousef-nabeh/hugo-PaperMod	—	1
human-distillation-skills	https://github.com/urbanlegendshoestringfungus3210/human-distillation-skills	—	1
humanizalo	https://github.com/decurved-agreement62/humanizalo	—	1
humanmark	https://github.com/zarakyy/HumanMark	—	1
humanpong	https://github.com/Xorto7777/HumanPong	—	1
humidity-intelligence	https://github.com/mustapha07022010/humidity-intelligence	—	1
huntkit	https://github.com/perchfuruncle656/huntkit	—	1
hurricane	https://github.com/kirikae1312/hurricane	—	1
hurtworldtoolkit	https://github.com/asikur2745/HurtWorldToolkit	—	1
huseyinck	https://github.com/huseyinck/huseyinck	—	1
husky-image-guard	https://github.com/nancy12341/husky-image-guard	—	1
hve-core	https://github.com/IvannGonzzalez/hve-core	—	1
hwidtool	https://github.com/yutangru1114/hwidtool	—	1
hybrid_template_kotlin	https://github.com/1887sagar/hybrid_template_kotlin	—	1
hydro0x01	https://github.com/suvitha1962-del/Hydro0x01	—	1
hydroqc-mini	https://github.com/Steven-Agyarko/HydroQC-Mini	https://github.com/rickchen116/HydroQC-Mini	2
hypergrep	https://github.com/loralieunderivative666/hypergrep	—	1
hyperliquid-arbitrage-bot	https://github.com/Rusty-caruso584/Hyperliquid-Arbitrage-Bot	—	1
hyperliquid-claw	https://github.com/kaileycompact51/HyperLiquid-Claw	—	1
hyperliquid-trading-bot	https://github.com/ronaldslins2/hyperliquid-trading-bot	—	1
hyperliquid-trading-dca-bot	https://github.com/francisferdinandquantifiability242/hyperliquid-trading-dca-bot	—	1
hyperos_fcm_live	https://github.com/caioksav-hash/HyperOS_FCM_Live	—	1
hypersql-zgg	https://github.com/Gabbone132/hypersql-zgg	—	1
hypervisor-crack-audit	https://github.com/Lovenain/hypervisor-crack-audit	—	1
hyprfloat	https://github.com/xxfarreraxx/hyprfloat	—	1
hyprland-guiutils	https://github.com/NotClare/hyprland-guiutils	—	1
hyprselect	https://github.com/kushagrabatra2512/hyprselect	—	1
hyprzoom	https://github.com/lozforlife120/hyprzoom	—	1
hytale-example-plugin	https://github.com/Username2002230/Hytale-Example-Plugin	—	1
hytale-server	https://github.com/mraflyaditya/hytale-server	—	1
hytale2mc	https://github.com/ShweGyi0000/hytale2mc	—	1
i-am-not-a-robot	https://github.com/hehehegnnnnnnnnnnnnnnnnnn/i-am-not-a-robot	—	1
i-greque.github.io	https://github.com/i-Greque/i-greque.github.io	—	1
iam-lite	https://github.com/Duffelcoatterpsichore141/iam-lite	—	1
iamdone	https://github.com/xbox360modderv3/iamdone	—	1
ibm-lbgsn	https://github.com/mahm0ud2007/ibm-lbgsn	—	1
icbg	https://github.com/BotWhatsapp-sungwoo/ICBG	—	1
icmp-udc2	https://github.com/hakemiabdul/icmp-udc2	—	1
icon-clay-studio	https://github.com/yamen1223/Icon-Clay-Studio	—	1
icra2026-paper-list	https://github.com/Marinaflagrant322/ICRA2026-Paper-List	—	1
icron	https://github.com/0rcaaa/icron	—	1
ict-infrastructure-monitoring-splunk	https://github.com/Bradro/ICT-Infrastructure-Monitoring-Splunk	—	1
idc	https://github.com/Aramkachaturiansandman198/idc	—	1
ide-myhiss	https://github.com/ROEURY-MC/IDE-Myhiss	—	1
idea-reality-mcp	https://github.com/S13LEDION/idea-reality-mcp	—	1
ideate	https://github.com/Hymieincorrupt440/Ideate	—	1
identityregimes	https://github.com/PioneerPine/IdentityRegimes	—	1
